instrument_id,type,masked_identifier,issuing_bank
P00803,card,****8051,SBI
P00804,upi,upi_195142,ICICI
P00805,upi,upi_520927,ICICI
P00806,card,****6754,HDFC
P00807,upi,upi_573670,HDFC
P00808,wallet,upi_370289,HDFC
P00809,wallet,upi_163859,KOTAK
P00810,card,****7113,HDFC
P00811,card,****1028,KOTAK
P00812,card,****1076,SBI
P00813,upi,upi_421140,HDFC
P00814,wallet,upi_690730,SBI
P00815,card,****3824,ICICI
P00816,wallet,upi_751031,AXIS
P00817,card,****9768,ICICI
P00818,upi,upi_201675,ICICI
P00819,wallet,upi_492343,KOTAK
P00820,card,****8220,ICICI
P00821,wallet,upi_256080,AXIS
P00822,card,****1635,KOTAK
P00823,card,****6106,SBI
P00824,card,****6718,ICICI
P00825,wallet,upi_643674,ICICI
P00826,card,****9153,ICICI
P00827,wallet,upi_262794,KOTAK
P00828,upi,upi_576752,KOTAK
P00829,upi,upi_922149,AXIS
P00830,card,****2072,SBI
P00831,card,****6991,ICICI
P00832,card,****9040,ICICI
P00833,upi,upi_143610,SBI
P00834,card,****8871,KOTAK
P00835,card,****9517,HDFC
P00836,wallet,upi_786611,SBI
P00837,wallet,upi_690344,KOTAK
P00838,wallet,upi_657764,KOTAK
P00839,upi,upi_893691,KOTAK
P00840,wallet,upi_310692,SBI
P00841,upi,upi_242056,AXIS
P00842,card,****5799,AXIS
P00843,upi,upi_556276,AXIS
P00844,card,****9035,HDFC
P00845,upi,upi_209385,SBI
P00846,wallet,upi_607620,KOTAK
P00847,upi,upi_420756,AXIS
P00848,upi,upi_908287,HDFC
P00849,wallet,upi_971636,HDFC
P00850,card,****2461,SBI
P00851,wallet,upi_884179,KOTAK
P00852,wallet,upi_281779,SBI
P00853,wallet,upi_150285,KOTAK
P00854,card,****1773,SBI
P00855,upi,upi_297382,SBI
P00856,wallet,upi_154982,AXIS
P00857,wallet,upi_633069,KOTAK
P00858,card,****9335,SBI
P00859,wallet,upi_833146,HDFC
P00860,card,****2616,AXIS
P00861,card,****4630,SBI
P00862,card,****4335,AXIS
P00863,card,****1255,HDFC
P00864,upi,upi_316037,HDFC
P00865,upi,upi_104968,ICICI
P00866,wallet,upi_953161,SBI
P00867,card,****7388,ICICI
P00868,upi,upi_978483,AXIS
P00869,card,****3554,ICICI
P00870,wallet,upi_358131,KOTAK
P00871,wallet,upi_370726,AXIS
P00872,wallet,upi_698254,SBI
P00873,card,****5466,AXIS
P00874,wallet,upi_110724,AXIS
P00875,upi,upi_495451,SBI
P00876,card,****8998,SBI
P00877,wallet,upi_110936,AXIS
P00878,card,****8358,ICICI
P00879,wallet,upi_822992,ICICI
P00880,card,****2874,HDFC
P00881,card,****9004,HDFC
P00882,card,****9797,SBI
P00883,card,****5202,AXIS
P00884,upi,upi_662309,SBI
P00885,upi,upi_997065,KOTAK
P00886,upi,upi_213762,HDFC
P00887,upi,upi_962849,ICICI
P00888,card,****9158,ICICI
P00889,card,****9490,HDFC
P00890,upi,upi_602078,HDFC
P00891,card,****4746,HDFC
P00892,upi,upi_293439,HDFC
P00893,wallet,upi_945581,HDFC
P00894,card,****8142,KOTAK
P00895,upi,upi_559390,ICICI
P00896,upi,upi_726001,HDFC
P00897,wallet,upi_628083,ICICI
P00898,card,****6208,HDFC
P00899,wallet,upi_114901,ICICI
P00900,upi,upi_362985,ICICI
P00901,upi,upi_584479,ICICI
P00902,wallet,upi_159169,AXIS
P00903,upi,upi_260534,SBI
P00904,wallet,upi_166741,ICICI
P00905,card,****4184,SBI
P00906,wallet,upi_856213,AXIS
P00907,card,****8217,HDFC
P00908,card,****9659,SBI
P00909,wallet,upi_268923,ICICI
P00910,wallet,upi_432979,HDFC
P00911,card,****2067,AXIS
P00912,wallet,upi_660226,HDFC
P00913,wallet,upi_855480,ICICI
P00914,wallet,upi_437281,SBI
P00915,card,****3350,HDFC
P00916,wallet,upi_345012,HDFC
P00917,upi,upi_103587,KOTAK
P00918,card,****7349,KOTAK
P00919,card,****4678,HDFC
P00920,wallet,upi_672084,HDFC
P00921,card,****8805,KOTAK
P00922,wallet,upi_504807,SBI
P00923,wallet,upi_745974,AXIS
P00924,upi,upi_884407,ICICI
P00925,wallet,upi_614391,KOTAK
P00926,upi,upi_461912,AXIS
P00927,upi,upi_260576,AXIS
P00928,wallet,upi_477629,ICICI
P00929,card,****5699,ICICI
P00930,upi,upi_369705,ICICI
P00931,upi,upi_875952,HDFC
P00932,upi,upi_944576,SBI
P00933,card,****1697,AXIS
P00934,upi,upi_845208,KOTAK
P00935,card,****7590,ICICI
P00936,wallet,upi_470085,ICICI
P00937,upi,upi_541597,AXIS
P00938,upi,upi_869077,AXIS
P00939,upi,upi_507311,AXIS
P00940,upi,upi_454210,SBI
P00941,wallet,upi_518259,ICICI
P00942,wallet,upi_655678,ICICI
P00943,card,****4554,ICICI
P00944,wallet,upi_304054,KOTAK
P00945,upi,upi_585884,KOTAK
P00946,upi,upi_493023,SBI
P00947,card,****7436,ICICI
P00948,upi,upi_213927,KOTAK
P00949,wallet,upi_574291,SBI
P00950,wallet,upi_532136,HDFC
P00951,card,****4558,SBI
P00952,wallet,upi_264332,AXIS
P00953,wallet,upi_552758,ICICI
P00954,upi,upi_124993,ICICI
P00955,upi,upi_694954,ICICI
P00956,upi,upi_882208,KOTAK
P00957,card,****7584,KOTAK
P00958,card,****3468,AXIS
P00959,upi,upi_591341,ICICI
P00960,wallet,upi_236896,AXIS
P00961,upi,upi_740006,KOTAK
P00962,wallet,upi_871036,HDFC
P00963,wallet,upi_201779,HDFC
P00964,card,****1351,HDFC
P00965,card,****6431,HDFC
P00966,upi,upi_474023,ICICI
P00967,wallet,upi_257918,ICICI
P00968,upi,upi_981515,HDFC
P00969,upi,upi_753505,SBI
P00970,wallet,upi_968487,AXIS
P00971,upi,upi_455069,ICICI
P00972,upi,upi_417970,HDFC
P00973,wallet,upi_267575,ICICI
P00974,card,****7802,HDFC
P00975,wallet,upi_748322,AXIS
P00976,card,****8693,SBI
P00977,wallet,upi_989186,ICICI
P00978,card,****3402,AXIS
P00979,card,****1645,ICICI
P00980,upi,upi_595780,AXIS
P00981,upi,upi_278738,HDFC
P00982,wallet,upi_821547,SBI
P00983,upi,upi_713302,KOTAK
P00984,card,****8329,HDFC
P00985,upi,upi_804393,KOTAK
P00986,upi,upi_456281,HDFC
P00987,upi,upi_172236,ICICI
P00988,card,****5916,AXIS
P00989,card,****2818,ICICI
P00990,wallet,upi_436276,SBI
P00991,wallet,upi_931292,HDFC
P00992,upi,upi_732094,AXIS
P00993,card,****7844,ICICI
P00994,upi,upi_992603,SBI
P00995,card,****9411,SBI
P00996,wallet,upi_124583,AXIS
P00997,upi,upi_274988,HDFC
P00998,wallet,upi_350404,SBI
P00999,upi,upi_570738,AXIS
P01000,upi,upi_142420,SBI
P01001,wallet,upi_896671,AXIS
P01002,wallet,upi_184142,SBI
P01003,wallet,upi_132897,ICICI
P01004,wallet,upi_111196,KOTAK
P01005,card,****5959,AXIS
P01006,card,****8702,AXIS
P01007,upi,upi_137731,SBI
P01008,wallet,upi_493364,SBI
P01009,upi,upi_942159,KOTAK
P01010,upi,upi_526974,SBI
P01011,card,****6672,SBI
P01012,wallet,upi_302273,AXIS
P01013,upi,upi_379626,HDFC
P01014,upi,upi_804441,HDFC
P01015,wallet,upi_434090,KOTAK
P01016,card,****1376,ICICI
P01017,card,****4980,HDFC
P01018,card,****7117,HDFC
P01019,card,****4882,HDFC
P01020,card,****1158,HDFC
P01021,wallet,upi_946186,SBI
P01022,wallet,upi_173801,ICICI
P01023,wallet,upi_756541,AXIS
P01024,wallet,upi_446974,HDFC
P01025,wallet,upi_227903,HDFC
P01026,wallet,upi_245453,ICICI
P01027,wallet,upi_185097,ICICI
P01028,card,****2500,HDFC
P01029,upi,upi_930045,ICICI
P01030,card,****1819,HDFC
P01031,upi,upi_435968,KOTAK
P01032,card,****8799,ICICI
P01033,wallet,upi_619360,KOTAK
P01034,wallet,upi_295103,AXIS
P01035,upi,upi_867101,KOTAK
P01036,card,****8250,ICICI
P01037,wallet,upi_106620,HDFC
P01038,card,****4239,SBI
P01039,card,****9880,KOTAK
P01040,card,****3031,HDFC
P01041,card,****4064,SBI
P01042,card,****3661,AXIS
P01043,wallet,upi_976651,KOTAK
P01044,upi,upi_730775,AXIS
P01045,wallet,upi_771712,SBI
P01046,card,****7988,SBI
P01047,upi,upi_871168,ICICI
P01048,wallet,upi_107322,SBI
P01049,upi,upi_890937,ICICI
P01050,card,****2009,HDFC
P01051,upi,upi_460944,HDFC
P01052,wallet,upi_892356,AXIS
P01053,card,****8306,HDFC
P01054,wallet,upi_807265,HDFC
P01055,upi,upi_716708,SBI
P01056,wallet,upi_814164,KOTAK
P01057,wallet,upi_169078,KOTAK
P01058,upi,upi_862470,SBI
P01059,upi,upi_475508,AXIS
P01060,upi,upi_623968,SBI
P01061,upi,upi_428702,KOTAK
P01062,wallet,upi_299528,ICICI
P01063,wallet,upi_278837,HDFC
P01064,wallet,upi_470037,AXIS
P01065,upi,upi_584064,SBI
P01066,upi,upi_586144,AXIS
P01067,upi,upi_260101,ICICI
P01068,wallet,upi_887010,AXIS
P01069,upi,upi_125668,ICICI
P01070,upi,upi_499987,ICICI
P01071,upi,upi_483474,HDFC
P01072,upi,upi_929816,ICICI
P01073,card,****4013,ICICI
P01074,card,****1268,AXIS
P01075,upi,upi_257181,SBI
P01076,upi,upi_307362,HDFC
P01077,upi,upi_511284,ICICI
P01078,upi,upi_970085,KOTAK
P01079,upi,upi_338801,ICICI
P01080,upi,upi_736302,AXIS
P01081,upi,upi_556243,ICICI
P01082,upi,upi_798130,HDFC
P01083,upi,upi_211161,HDFC
P01084,upi,upi_840319,AXIS
P01085,wallet,upi_403375,ICICI
P01086,card,****9499,AXIS
P01087,card,****7821,AXIS
P01088,card,****6046,ICICI
P01089,upi,upi_761084,SBI
P01090,wallet,upi_748523,AXIS
P01091,wallet,upi_227766,KOTAK
P01092,card,****9677,SBI
P01093,upi,upi_859962,SBI
P01094,wallet,upi_234357,SBI
P01095,wallet,upi_596524,HDFC
P01096,card,****8324,SBI
P01097,upi,upi_358064,ICICI
P01098,upi,upi_821715,ICICI
P01099,upi,upi_764662,AXIS
P01100,upi,upi_681955,SBI
P01101,wallet,upi_932378,SBI
P01102,wallet,upi_303819,ICICI
P01103,upi,upi_919561,KOTAK
P01104,card,****4883,ICICI
P01105,upi,upi_690660,AXIS
P01106,card,****6135,KOTAK
P01107,card,****7293,ICICI
P01108,wallet,upi_437279,HDFC
P01109,wallet,upi_614788,AXIS
P01110,wallet,upi_863181,SBI
P01111,card,****8364,AXIS
P01112,card,****5525,ICICI
P01113,upi,upi_988954,HDFC
P01114,upi,upi_358563,ICICI
P01115,wallet,upi_103201,SBI
P01116,upi,upi_964904,KOTAK
P01117,upi,upi_689171,ICICI
P01118,upi,upi_435581,AXIS
P01119,upi,upi_734148,KOTAK
P01120,card,****4083,KOTAK
P01121,wallet,upi_226209,SBI
P01122,wallet,upi_163504,ICICI
P01123,wallet,upi_937653,KOTAK
P01124,upi,upi_360284,AXIS
P01125,upi,upi_834680,HDFC
P01126,upi,upi_373665,ICICI
P01127,card,****5851,HDFC
P01128,card,****7904,HDFC
P01129,upi,upi_587524,ICICI
P01130,upi,upi_756293,AXIS
P01131,wallet,upi_264603,KOTAK
P01132,upi,upi_895304,SBI
P01133,card,****5481,AXIS
P01134,upi,upi_307388,KOTAK
P01135,upi,upi_398595,ICICI
P01136,wallet,upi_234779,SBI
P01137,card,****3030,HDFC
P01138,upi,upi_679417,AXIS
P01139,upi,upi_248638,SBI
P01140,wallet,upi_493246,KOTAK
P01141,card,****8114,SBI
P01142,upi,upi_286644,SBI
P01143,wallet,upi_976686,HDFC
P01144,wallet,upi_396651,SBI
P01145,wallet,upi_893238,KOTAK
P01146,card,****9383,HDFC
P01147,wallet,upi_852112,ICICI
P01148,upi,upi_166980,HDFC
P01149,card,****3483,HDFC
P01150,wallet,upi_271318,ICICI
P01151,card,****6903,SBI
P01152,upi,upi_185101,AXIS
P01153,upi,upi_887324,HDFC
P01154,upi,upi_520017,KOTAK
P01155,card,****9596,AXIS
P01156,wallet,upi_928090,AXIS
P01157,wallet,upi_262512,KOTAK
P01158,card,****4395,AXIS
P01159,card,****2888,SBI
P01160,card,****4920,HDFC
P01161,wallet,upi_816724,KOTAK
P01162,card,****1859,ICICI
P01163,upi,upi_144454,HDFC
P01164,card,****4811,ICICI
P01165,card,****9201,SBI
P01166,upi,upi_506349,AXIS
P01167,card,****9359,SBI
P01168,upi,upi_124655,AXIS
P01169,wallet,upi_171262,HDFC
P01170,card,****1589,ICICI
P01171,card,****9052,HDFC
P01172,upi,upi_835916,HDFC
P01173,wallet,upi_485999,KOTAK
P01174,card,****7507,ICICI
P01175,card,****9785,HDFC
P01176,wallet,upi_880406,KOTAK
P01177,upi,upi_378550,KOTAK
P01178,upi,upi_635696,AXIS
P01179,card,****4302,KOTAK
P01180,upi,upi_450733,ICICI
P01181,upi,upi_372988,AXIS
P01182,card,****5675,AXIS
P01183,card,****8299,KOTAK
P01184,wallet,upi_804481,KOTAK
P01185,upi,upi_314528,ICICI
P01186,card,****1682,AXIS
P01187,card,****4368,ICICI
P01188,wallet,upi_871440,SBI
P01189,wallet,upi_806956,ICICI
P01190,wallet,upi_957588,SBI
P01191,upi,upi_586308,HDFC
P01192,wallet,upi_756531,ICICI
P01193,wallet,upi_984539,SBI
P01194,card,****9373,HDFC
P01195,upi,upi_112960,ICICI
P01196,card,****6471,ICICI
P01197,upi,upi_854914,AXIS
P01198,wallet,upi_443260,AXIS
P01199,upi,upi_731046,ICICI
P01200,upi,upi_603500,KOTAK
P01201,wallet,upi_399203,ICICI
P01202,card,****2757,HDFC
P01203,card,****1819,HDFC
P01204,upi,upi_100009,SBI
P01205,upi,upi_499948,KOTAK
P01206,card,****2593,HDFC
P01207,upi,upi_325767,ICICI
P01208,upi,upi_877882,SBI
P01209,card,****5587,AXIS
P01210,wallet,upi_123482,SBI
P01211,card,****2967,SBI
P01212,card,****5304,AXIS
P01213,card,****2971,HDFC
P01214,upi,upi_283061,HDFC
P01215,card,****2410,ICICI
P01216,upi,upi_707940,KOTAK
P01217,upi,upi_383185,HDFC
P01218,wallet,upi_690590,AXIS
P01219,card,****3511,ICICI
P01220,card,****7513,AXIS
P01221,card,****1608,AXIS
P01222,upi,upi_970791,AXIS
P01223,upi,upi_283524,HDFC
P01224,wallet,upi_146172,HDFC
P01225,upi,upi_844385,SBI
P01226,wallet,upi_602447,ICICI
P01227,upi,upi_125598,SBI
P01228,card,****4847,AXIS
P01229,card,****1722,KOTAK
P01230,upi,upi_686095,AXIS
P01231,card,****1774,SBI
P01232,upi,upi_192710,KOTAK
P01233,upi,upi_578420,AXIS
P01234,wallet,upi_271856,SBI
P01235,wallet,upi_489307,KOTAK
P01236,wallet,upi_252773,SBI
P01237,wallet,upi_770369,SBI
P01238,upi,upi_282413,KOTAK
P01239,upi,upi_490185,AXIS
P01240,upi,upi_904586,SBI
P01241,card,****9102,KOTAK
P01242,upi,upi_477832,AXIS
P01243,card,****5148,ICICI
P01244,upi,upi_476091,AXIS
P01245,upi,upi_890315,KOTAK
P01246,wallet,upi_272256,HDFC
P01247,upi,upi_630949,ICICI
P01248,wallet,upi_458245,KOTAK
P01249,wallet,upi_972428,ICICI
P01250,wallet,upi_246298,ICICI
P01251,wallet,upi_515603,HDFC
P01252,upi,upi_217314,KOTAK
P01253,wallet,upi_144017,KOTAK
P01254,card,****1066,SBI
P01255,wallet,upi_796922,ICICI
P01256,wallet,upi_337798,SBI
P01257,upi,upi_222600,SBI
P01258,wallet,upi_977101,SBI
P01259,wallet,upi_514146,KOTAK
P01260,wallet,upi_959162,AXIS
P01261,card,****6752,AXIS
P01262,wallet,upi_888073,HDFC
P01263,card,****8432,ICICI
P01264,wallet,upi_889912,ICICI
P01265,wallet,upi_100625,KOTAK
P01266,card,****9113,ICICI
P01267,card,****6022,ICICI
P01268,upi,upi_417569,ICICI
P01269,wallet,upi_769252,HDFC
P01270,card,****1385,HDFC
P01271,card,****5846,HDFC
P01272,card,****4042,HDFC
P01273,card,****5152,AXIS
P01274,card,****7912,SBI
P01275,wallet,upi_522576,HDFC
P01276,wallet,upi_726587,SBI
P01277,upi,upi_506582,SBI
P01278,card,****5977,AXIS
P01279,wallet,upi_718335,AXIS
P01280,wallet,upi_744667,KOTAK
P01281,card,****9050,HDFC
P01282,upi,upi_435158,SBI
P01283,card,****5190,AXIS
P01284,upi,upi_889491,KOTAK
P01285,card,****7925,KOTAK
P01286,wallet,upi_468107,AXIS
P01287,card,****7225,HDFC
P01288,upi,upi_895921,HDFC
P01289,upi,upi_364405,KOTAK
P01290,card,****2359,ICICI
P01291,wallet,upi_970978,HDFC
P01292,upi,upi_498302,SBI
P01293,card,****8688,HDFC
P01294,upi,upi_424863,KOTAK
P01295,wallet,upi_996157,AXIS
P01296,card,****7727,HDFC
P01297,card,****3103,KOTAK
P01298,wallet,upi_918764,HDFC
P01299,wallet,upi_566018,HDFC
P01300,wallet,upi_290036,AXIS
P01301,upi,upi_830994,KOTAK
P01302,upi,upi_940231,KOTAK
P01303,wallet,upi_859516,HDFC
P01304,upi,upi_714110,HDFC
P01305,wallet,upi_641837,AXIS
P01306,card,****8401,SBI
P01307,card,****1652,SBI
P01308,wallet,upi_447514,AXIS
P01309,card,****3536,HDFC
P01310,card,****8899,AXIS
P01311,card,****1093,AXIS
P01312,wallet,upi_945993,ICICI
P01313,upi,upi_146005,SBI
P01314,card,****4660,SBI
P01315,wallet,upi_711917,AXIS
P01316,card,****8285,HDFC
P01317,card,****3694,ICICI
P01318,card,****1387,AXIS
P01319,upi,upi_484487,AXIS
P01320,card,****9604,SBI
P01321,wallet,upi_669884,HDFC
P01322,upi,upi_596666,HDFC
P01323,upi,upi_557484,KOTAK
P01324,wallet,upi_542766,HDFC
P01325,card,****2429,SBI
P01326,wallet,upi_475015,AXIS
P01327,upi,upi_631747,ICICI
P01328,card,****2982,HDFC
P01329,card,****2415,KOTAK
P01330,card,****4219,AXIS
P01331,wallet,upi_672437,SBI
P01332,wallet,upi_375782,AXIS
P01333,card,****4039,KOTAK
P01334,upi,upi_221477,KOTAK
P01335,card,****4805,ICICI
P01336,card,****5920,ICICI
P01337,wallet,upi_835548,AXIS
P01338,card,****7092,HDFC
P01339,wallet,upi_926369,HDFC
P01340,card,****9594,SBI
P01341,wallet,upi_656289,HDFC
P01342,upi,upi_950879,ICICI
P01343,upi,upi_355512,AXIS
P01344,card,****4091,AXIS
P01345,upi,upi_601989,ICICI
P01346,card,****3824,AXIS
P01347,wallet,upi_764164,KOTAK
P01348,card,****3393,ICICI
P01349,wallet,upi_252465,HDFC
P01350,upi,upi_638322,HDFC
P01351,wallet,upi_272734,ICICI
P01352,wallet,upi_890011,AXIS
P01353,wallet,upi_479293,ICICI
P01354,upi,upi_526132,HDFC
P01355,upi,upi_144993,SBI
P01356,upi,upi_129009,ICICI
P01357,wallet,upi_861785,SBI
P01358,upi,upi_571679,KOTAK
P01359,card,****3086,AXIS
P01360,wallet,upi_928865,KOTAK
P01361,upi,upi_777423,ICICI
P01362,card,****9540,SBI
P01363,upi,upi_910653,HDFC
P01364,upi,upi_728958,HDFC
P01365,upi,upi_169556,KOTAK
P01366,card,****3384,HDFC
P01367,upi,upi_390863,AXIS
P01368,upi,upi_587070,SBI
P01369,upi,upi_976949,KOTAK
P01370,wallet,upi_442976,SBI
P01371,upi,upi_636283,AXIS
P01372,upi,upi_894210,KOTAK
P01373,wallet,upi_687399,KOTAK
P01374,wallet,upi_793117,KOTAK
P01375,card,****8689,SBI
P01376,card,****9022,SBI
P01377,wallet,upi_642111,KOTAK
P01378,wallet,upi_165991,SBI
P01379,wallet,upi_381240,SBI
P01380,upi,upi_723309,KOTAK
P01381,card,****6129,SBI
P01382,card,****4133,SBI
P01383,upi,upi_301165,SBI
P01384,wallet,upi_808942,AXIS
P01385,upi,upi_376729,KOTAK
P01386,upi,upi_802215,ICICI
P01387,wallet,upi_925117,ICICI
P01388,wallet,upi_409345,ICICI
P01389,wallet,upi_819301,SBI
P01390,wallet,upi_669141,KOTAK
P01391,upi,upi_314396,AXIS
P01392,wallet,upi_645377,ICICI
P01393,card,****5775,ICICI
P01394,card,****6527,ICICI
P01395,wallet,upi_948903,AXIS
P01396,upi,upi_357565,AXIS
P01397,upi,upi_851872,SBI
P01398,wallet,upi_581379,KOTAK
P01399,upi,upi_253448,SBI
P01400,wallet,upi_175550,SBI
P01401,card,****7169,KOTAK
P01402,upi,upi_103425,HDFC
P01403,card,****5174,AXIS
P01404,upi,upi_677392,KOTAK
P01405,upi,upi_635946,KOTAK
P01406,upi,upi_308865,SBI
P01407,card,****8007,AXIS
P01408,wallet,upi_213329,AXIS
P01409,upi,upi_505678,SBI
P01410,card,****3289,ICICI
P01411,card,****6920,HDFC
P01412,card,****2151,SBI
P01413,card,****9986,KOTAK
P01414,upi,upi_233611,HDFC
P01415,wallet,upi_820082,AXIS
P01416,card,****1654,KOTAK
P01417,card,****1161,HDFC
P01418,upi,upi_754688,SBI
P01419,upi,upi_550680,ICICI
P01420,card,****4611,KOTAK
P01421,wallet,upi_698335,SBI
P01422,wallet,upi_470725,ICICI
P01423,card,****1376,KOTAK
P01424,wallet,upi_432102,ICICI
P01425,card,****7279,ICICI
P01426,wallet,upi_746233,HDFC
P01427,card,****2493,KOTAK
P01428,wallet,upi_743964,SBI
P01429,upi,upi_230614,HDFC
P01430,card,****7658,ICICI
P01431,card,****8528,KOTAK
P01432,card,****3843,ICICI
P01433,upi,upi_212603,HDFC
P01434,card,****6054,AXIS
P01435,wallet,upi_728848,AXIS
P01436,upi,upi_323753,ICICI
P01437,card,****2343,AXIS
P01438,wallet,upi_565707,AXIS
P01439,card,****7299,KOTAK
P01440,upi,upi_124145,KOTAK
P01441,upi,upi_315093,AXIS
P01442,upi,upi_927942,KOTAK
P01443,upi,upi_437725,HDFC
P01444,upi,upi_632214,KOTAK
P01445,upi,upi_978936,AXIS
P01446,wallet,upi_315450,SBI
P01447,card,****2267,KOTAK
P01448,wallet,upi_816469,AXIS
P01449,card,****7619,ICICI
P01450,card,****6148,SBI
P01451,upi,upi_387458,ICICI
P01452,wallet,upi_404798,ICICI
P01453,upi,upi_729602,AXIS
P01454,card,****4998,HDFC
P01455,upi,upi_847707,HDFC
P01456,upi,upi_699425,SBI
P01457,upi,upi_499476,HDFC
P01458,upi,upi_557485,AXIS
P01459,upi,upi_193806,AXIS
P01460,upi,upi_465145,ICICI
P01461,upi,upi_484402,SBI
P01462,upi,upi_265777,ICICI
P01463,card,****9473,KOTAK
P01464,wallet,upi_949495,ICICI
P01465,card,****7249,SBI
P01466,card,****4745,HDFC
P01467,wallet,upi_266465,HDFC
P01468,wallet,upi_829088,KOTAK
P01469,card,****5102,HDFC
P01470,wallet,upi_367539,AXIS
P01471,card,****5803,ICICI
P01472,upi,upi_392042,ICICI
P01473,card,****7708,SBI
P01474,card,****9528,HDFC
P01475,card,****2511,KOTAK
P01476,card,****3882,SBI
P01477,wallet,upi_593091,AXIS
P01478,card,****4870,HDFC
P01479,card,****2262,HDFC
P01480,card,****5408,ICICI
P01481,wallet,upi_230167,AXIS
P01482,wallet,upi_897819,SBI
P01483,wallet,upi_287615,ICICI
P01484,wallet,upi_295881,ICICI
P01485,card,****6332,ICICI
P01486,upi,upi_638177,HDFC
P01487,wallet,upi_629016,HDFC
P01488,upi,upi_241504,ICICI
P01489,card,****8685,ICICI
P01490,card,****4963,KOTAK
P01491,upi,upi_701740,SBI
P01492,upi,upi_357728,AXIS
P01493,card,****2800,ICICI
P01494,card,****1692,HDFC
P01495,upi,upi_242505,HDFC
P01496,upi,upi_583155,KOTAK
P01497,upi,upi_810436,AXIS
P01498,wallet,upi_667771,AXIS
P01499,wallet,upi_589286,KOTAK
P01500,upi,upi_924584,KOTAK
P01501,wallet,upi_853250,AXIS
P01502,upi,upi_648898,AXIS
P01503,card,****9243,AXIS
P01504,card,****1596,ICICI
P01505,card,****7021,SBI
P01506,card,****7756,AXIS
P01507,upi,upi_414067,SBI
P01508,card,****6153,AXIS
P01509,card,****1262,ICICI
P01510,upi,upi_912721,ICICI
P01511,upi,upi_719110,ICICI
P01512,wallet,upi_932318,SBI
P01513,upi,upi_356368,ICICI
P01514,card,****4720,AXIS
P01515,upi,upi_610421,AXIS
P01516,upi,upi_847519,AXIS
P01517,upi,upi_314635,AXIS
P01518,card,****7812,HDFC
P01519,card,****3384,HDFC
P01520,upi,upi_492204,HDFC
P01521,upi,upi_587681,AXIS
P01522,wallet,upi_554434,HDFC
P01523,wallet,upi_408230,SBI
P01524,wallet,upi_678401,AXIS
P01525,card,****8855,HDFC
P01526,upi,upi_447553,ICICI
P01527,upi,upi_631331,ICICI
P01528,card,****2659,ICICI
P01529,wallet,upi_845647,KOTAK
P01530,upi,upi_162796,HDFC
P01531,wallet,upi_329317,KOTAK
P01532,upi,upi_125312,AXIS
P01533,upi,upi_450267,KOTAK
P01534,upi,upi_463778,KOTAK
P01535,upi,upi_398767,SBI
P01536,card,****9470,KOTAK
P01537,card,****8182,AXIS
P01538,upi,upi_900734,KOTAK
P01539,card,****9978,KOTAK
P01540,wallet,upi_170557,ICICI
P01541,upi,upi_446189,AXIS
P01542,wallet,upi_857641,SBI
P01543,card,****3329,ICICI
P01544,card,****7289,SBI
P01545,upi,upi_330935,HDFC
P01546,card,****5962,HDFC
P01547,card,****4186,AXIS
P01548,wallet,upi_303071,AXIS
P01549,card,****7994,KOTAK
P01550,wallet,upi_367541,ICICI
P01551,card,****2085,ICICI
P01552,card,****5350,AXIS
P01553,card,****4589,AXIS
P01554,card,****9085,HDFC
P01555,card,****8530,SBI
P01556,wallet,upi_863281,SBI
P01557,upi,upi_370620,KOTAK
P01558,wallet,upi_674541,SBI
P01559,wallet,upi_797241,SBI
P01560,wallet,upi_263156,KOTAK
P01561,wallet,upi_815759,SBI
P01562,wallet,upi_916102,ICICI
P01563,card,****1364,AXIS
P01564,upi,upi_385410,SBI
P01565,wallet,upi_415169,AXIS
P01566,wallet,upi_524368,HDFC
P01567,wallet,upi_414931,SBI
P01568,card,****3424,KOTAK
P01569,card,****4587,ICICI
P01570,upi,upi_260702,HDFC
P01571,wallet,upi_668547,KOTAK
P01572,upi,upi_532689,AXIS
P01573,upi,upi_694094,SBI
P01574,upi,upi_185070,ICICI
P01575,card,****8883,HDFC
P01576,upi,upi_159667,AXIS
P01577,upi,upi_954653,AXIS
P01578,card,****7786,AXIS
P01579,card,****6468,SBI
P01580,card,****6046,ICICI
P01581,upi,upi_615753,AXIS
P01582,wallet,upi_324425,AXIS
P01583,upi,upi_990712,ICICI
P01584,upi,upi_355051,KOTAK
P01585,card,****6506,ICICI
P01586,wallet,upi_443034,KOTAK
P01587,upi,upi_994643,HDFC
P01588,card,****2345,HDFC
P01589,wallet,upi_108902,ICICI
P01590,wallet,upi_549359,AXIS
P01591,card,****3488,HDFC
P01592,card,****8720,ICICI
P01593,card,****3186,SBI
P01594,upi,upi_811710,SBI
P01595,wallet,upi_699782,HDFC
P01596,card,****3706,SBI
P01597,upi,upi_204827,HDFC
P01598,wallet,upi_186345,HDFC
P01599,wallet,upi_100223,ICICI
P01600,card,****7403,AXIS
P01601,card,****5379,KOTAK
P01602,upi,upi_745330,KOTAK
P01603,card,****5660,ICICI
P01604,card,****8574,KOTAK
P01605,upi,upi_265039,KOTAK
P01606,card,****9133,KOTAK
P01607,card,****5648,HDFC
P01608,upi,upi_993550,SBI
P01609,wallet,upi_270715,AXIS
P01610,upi,upi_476178,KOTAK
P01611,upi,upi_407917,AXIS
